10733175	cmn	不要告诉他。
10733191	cmn	什么都不要告诉他。
10733289	cmn	汤姆是个有趣的人。
10733291	cmn	汤姆是一个有趣的人。
10733364	cmn	你为什么要和汤姆谈谈？
10733376	cmn	他重新戴上了眼镜。
10733391	cmn	这是你朋友的车吗？
10733489	cmn	我们不需要你的服务。
10733587	cmn	你的手臂疼吗？
10733635	cmn	按下按钮。
10733679	cmn	多么大的一辆卡车啊!
10733681	cmn	我们在一起。
10733710	cmn	晚安，Tatoeba。明天见。
10733721	cmn	我已经醒了一会儿了。
10733733	cmn	他犯下了多项罪行。
10733777	cmn	我可以做些什么？
10733790	cmn	打开书。
10733797	cmn	合上书。
10733838	cmn	我一定是忘了。
10733879	cmn	你已经忘记了一切吗？
10733962	cmn	我想用信用卡付款。
10734031	cmn	你敢。
10734052	cmn	不要点击那个链接。
10734113	cmn	拔下所有的电缆。
10734193	cmn	您的密码已被更改。
10734203	cmn	我们有这个共同点。
10734316	cmn	我想去和他们谈谈。
10734317	cmn	我想去跟他们谈谈。
10734323	cmn	黑猫在吃一只白老鼠。
10734455	cmn	你希望我们和你一起去吗？
10734457	cmn	你想让我们跟你一起去吗？
10734473	cmn	我可以带你回家吗？
10734972	cmn	你的嘴唇上有东西。
10735301	cmn	我喜欢新词。
10735373	cmn	我没有看医生。
10735378	cmn	我真的想停止。
10737179	cmn	我说的是他们。
10737410	cmn	他们不是我的父母。
10737544	cmn	我是一个奴隶。
10737564	cmn	我是一个农奴。
10737578	cmn	她说她喜欢动物。
10737628	cmn	他不会饿死。
10737940	cmn	我在撒謊。
10737949	cmn	“我不假裝知道什麼是愛每個人，但我可以告訴你，對我來說是什麼，是了解別人的愛，仍然希望與他們比其他任何人，愛他們足夠的信任對自己的一切，包括你可能會感到羞愧的事情告訴他們，愛的感覺與人的舒適和安全，但還是越來越弱的膝蓋，當他們走進一個房間，你的微笑走。“
10738214	cmn	我們想下午到街上去逛。
10738291	cmn	他說要到我這裡來。
10739003	cmn	湯姆已經不生氣了。
10739007	cmn	湯姆不懂恆星和行星的曲別。
10739014	cmn	我該走了，要不然我會遲到的。
10739017	cmn	火星的動物園裡有來自地球的動物。
10740621	cmn	他们知道什么呢？
10740623	cmn	他们想知道什么？
10740689	cmn	有一个小问题。
10740690	cmn	有一个小小的问题。
10740735	cmn	按任何键。
10740747	cmn	阿拉伯语并不复杂。
10740776	cmn	他有一辆蓝色的汽车。
10741802	cmn	汤姆为什么需要三辆自行车？
10741986	cmn	我在这个网站上能找到什么？
10742434	cmn	咖啡很燙。
10742655	cmn	谁会禁止这样的事情呢？
10742680	cmn	什么事那么急？
10742683	cmn	雨下得真急。
10742696	cmn	他急于要走。
10742801	cmn	我想念日本的食物。
10742921	cmn	你结过婚吗？
10744010	cmn	我把蘋果都吃了。
10744016	cmn	我晚上又做了同一個夢。
10744020	cmn	她說她昨天在家。
10744034	cmn	他们知道吗？
10744071	cmn	你上星期吃了多少甜食？
10744118	cmn	大家爲什麼都在看著我？
10744155	cmn	蔬菜不能说话。
10744430	cmn	我知道汤姆很天真。
10744884	cmn	我无法忍受看着动物受苦。
10745210	cmn	他准备购买电气设备。
10745211	cmn	汤姆和玛丽都是跨性别者。
10745213	cmn	这个孩子正经历性别认同期。
10745214	cmn	她认为自己是中性人。
10745252	cmn	我不明白你到底在说什么，你可以用另外一种语言说吗？
10745350	cmn	变成了绿色。
10745496	cmn	我把我的旧自行车给了汤姆。
10745826	cmn	要是不看、不聽、不說，事情只會變得更糟。
10746647	cmn	我不知道湯姆說没說實情。
10746648	cmn	我上次見到她是昨天的事兒。
10746650	cmn	雨停了。
10747502	cmn	他告诉她。
10747710	cmn	我的英语真的很差。
10749899	cmn	我让你买鱼，不是鸡！
10749946	cmn	我做這份工作不是為錢而是為自己開心。
10749947	cmn	他们是我朋友。
10749961	cmn	照你说的去做。
10750368	cmn	他忘了带衣服。
10750393	cmn	有风险。
10750433	cmn	我认为汤姆不知道玛丽不快乐。
10750434	cmn	我认为汤姆不知道玛丽不开心。
10750435	cmn	我认为汤姆不知道玛丽不高兴。
10751186	cmn	肏！
10752503	cmn	他很會讀書。
10752745	cmn	Ziga说西里西亚语。
10752750	cmn	小心地打开信封，以免撕破。
10752752	cmn	她的裙子被撕破了。
10752754	cmn	我儿子在雨里玩。
10752755	cmn	汤姆嫉妒吗？
10752757	cmn	还有什么比友情更好呢？
10752758	cmn	奴役制是一种危害人类罪。
10752760	cmn	一月通常是最冷的月份。
10752762	cmn	这是个梨。
10752763	cmn	她悲痛欲绝。
10752765	cmn	您提供住宿吗？
10752767	cmn	一切进展顺利。
10752769	cmn	让我们一起保护我们身边美丽的大自然吧。
10752770	cmn	你个小屁孩。
10752772	cmn	汤姆让我留下。
10752776	cmn	汤姆决定留下。
10752777	cmn	汤姆必须留下。
10752778	cmn	一些学生留下了。
10752782	cmn	人平均一分钟眨几次眼睛？
10752786	cmn	汤姆讨厌鲱鱼味。
10752789	cmn	我在下载这份网络档案。
10752790	cmn	我给自己的邮件做了一份档案。
10752792	cmn	从昨天起我的小腿就一直痛。
10752794	cmn	您本应左转的。
10752795	cmn	桦树有白树皮。
10752797	cmn	这是一棵桦树。
10752798	cmn	乌鸫在绿草中发现了一条小红虫。
10752800	cmn	乌鸫的羽毛是黑色的。
10752801	cmn	汤姆害羞胆怯。
10752802	cmn	她胆小。
10752804	cmn	我讨厌姜味。
10752905	cmn	这些树很美。
10753880	cmn	我不願意說日語。
10753895	cmn	有什麼選擇呢？
10753898	cmn	我們研究一種和石頭長得很像的毒青蛙。
10755156	cmn	我今天想吃叉燒包。
10755157	cmn	今天的奶黃包賣完了。
10755158	cmn	他出軌了。
10755159	cmn	我要一籠小籠。
10755160	cmn	你兒子想吃包子。
10755161	cmn	他兒子特別喜歡吃饅頭。
10755251	cmn	哪位要的熱可可？
10755252	cmn	她打斷了我。
10756037	cmn	你说什么？
10758568	cmn	二乘五是十。
10758937	cmn	從這裡走路去越秀公園要多久？
10759815	cmn	他是我的一個朋友。
10759816	cmn	油表是什麼時候壞的？
10759818	cmn	問她什麼時候會回來。
10759819	cmn	你更喜歡白米還是糙米呢？
10759902	cmn	木偶由电线控制。
10761299	cmn	你精疲力竭的面孔有时会出现在我眼前。
10762881	cmn	萨米赚钱没那么多。
10762894	cmn	她買吃的去了。
10763282	cmn	我忘了我要说什么了。
10765994	cmn	我认为它是完美的
10765995	cmn	今天天气热吗？
10765996	cmn	汤姆只是需要多一点时间。
10766001	cmn	鲟鱼有时长得比一些它的捕食者还大，寿命甚至能超过50年。
10767098	cmn	他是賣魚的。
10767099	cmn	我要一條鱸魚。
10767100	cmn	我要半公斤生蝦。
10767101	cmn	我要半公斤熟蝦。
10767102	cmn	幫我把魚洗一下。
10767103	cmn	我不要魚頭。
10767104	cmn	魚頭我不要。
10767105	cmn	這魚幫我切成片，不要皮。
10767106	cmn	你會說烏克蘭語還是俄羅斯語？
10767108	cmn	你為誰工作？
10783785	cmn	有什么区别吗？
10783791	cmn	我们应该回去了。
10783849	cmn	她说她很健康。
10783858	cmn	我想再看一次。
10783859	cmn	我想再看看。
10783861	cmn	听起来不错。
10783862	cmn	我以前从未见过这种情况。
10783863	cmn	我以前从未见过这样的事情。
10783968	cmn	他们在一起很幸福。
10787289	cmn	谁在听？
10788527	cmn	她出生在墨西哥。
10789641	cmn	我受够了你的反科学贫穷。
10790052	cmn	你差一點點就猜對了。
10790057	cmn	你們没來。
10790088	cmn	他考過了嗎？
10790090	cmn	汤姆真的会来吗？
10790093	cmn	哪兒來的？
10790097	cmn	我听到有人在唱歌。
10790099	cmn	不好意思，我不覺得我做得到。
10790114	cmn	你想多了！
10790167	cmn	他週天獨自來。
10795758	cmn	我可以在这里吸烟吗？
10798157	cmn	因为他昨天穿了很少衣服，所以他今天不舒服。
10798158	cmn	「為什麼你們今天沒有去爬山？」 「因為今天下雨，所以我們沒有去爬山。？」
10798165	cmn	如果明天下雨的話，我們就不去爬山了。
10798172	cmn	如果沒有冠狀病毒的話，我就去環遊世界了！
10798210	cmn	我姐姐為了減肥每天都鍛煉。
10801109	cmn	湯姆看起來很沮喪。
10801380	cmn	他撲通一聲掉進了水里。
10801635	cmn	“媽媽，我出去了。” “去哪兒？” “大學？” “現在不是春假嗎？你去幹什麼？” “俱樂部？” “看起來那麼聰明？” “沒關係吧？我去哪裡應該都無所謂。” “好吧，但你後面有床毛。” “嚴重地？”
10808968	cmn	Tatoeba不是词典。
10816204	cmn	他怎麼了？
10820408	cmn	可憐可憐我吧！
10834899	cmn	好可怕！
10852438	cmn	我喜歡這塊手錶。
10854501	cmn	國王住在城堡裡。
10871944	cmn	法官驳回了玛丽的评论。
10871945	cmn	我丢了我最喜欢的钢笔。
10871946	cmn	我妈不让我穿迷你裙。
10871947	cmn	我比汤姆来的早一点。
10871949	cmn	汤姆写了这本书。
10871952	cmn	她笑眯眯的对我招手。
10871955	cmn	汤姆不再需要我们的帮助了。
10871957	cmn	希望下次能够有效。
10871958	cmn	这是谁的地址？
10871959	cmn	我们生活在一个精彩的时代。
10871961	cmn	在希腊神话中，阿瑞斯是战争之神。
10871962	cmn	汤姆说他今天没有课。
10871964	cmn	我们要你做队长。
10873677	cmn	亞馬孫河上爲什麼没有一座橋？
10883685	cmn	豬不會飛。
10884903	cmn	確實划算嗎？
10884904	cmn	我忙得要死。
10890920	cmn	可爱~
10893118	cmn	快吃早飯了。
10893124	cmn	你爲了什麼來到了西班牙呢？
10895220	cmn	小李喜欢唱歌。
10895457	cmn	你这些年在做什么？
10895459	cmn	你这些年做了什么？
10895462	cmn	我是跑堂。
10895463	cmn	需要跑堂。
10895464	cmn	需要服务员。
10895465	cmn	我是服务员。
10895466	cmn	我是服务生。
10895467	cmn	需要服务生。
10895470	cmn	你空闲的时候一般做些什么？
10895471	cmn	他三岁了。
10895472	cmn	这是我们的孩子。
10895473	cmn	你现在西班牙语说得非常好了。
10895474	cmn	战争对你有影响吗？
10895475	cmn	你回过你的国家吗？
10895477	cmn	你平时做些什么？
10895478	cmn	他们都好吗？
10895479	cmn	你家人还在那里吗？
10895480	cmn	你女朋友是乌克兰人吗？
10895481	cmn	你女朋友是俄罗斯人吗？
10895483	cmn	你是乌克兰人吗？
10895484	cmn	你是俄罗斯人吗？
10895518	cmn	你和其他同学还有联系吗？
10895519	cmn	其他的同学现在在做什么？
10895520	cmn	其他同学他们现在还在萨拉曼卡吗？
10895521	cmn	其他同学他们现在还在西班牙吗？
10895523	cmn	俄语和乌克兰语像吗？
10895530	cmn	我读了一个研究生。
10895531	cmn	你读的是什么研究生？
10895532	cmn	我读的是东亚研究。
10895563	cmn	紙易燃 。
10895603	cmn	爭執啥也解決不了。
10895605	cmn	松鼠動作敏捷。
10900737	cmn	為什麼我越來越胖的？
10903255	cmn	媽媽呀，你怎麼不叫爸爸自己撿回自己間書房的？
10908871	cmn	为什么要穿运动内衣？
10908872	cmn	运动内衣比普通内衣“防震”。
10908874	cmn	运动内衣最好只在运动时穿着，在其他非运动场合不穿。
10910820	cmn	雖然是真空，但不是說什麼我都沒有。
10913640	cmn	你能帮我把排骨切成小块吗？
10913641	cmn	我今天没有买到猪油。
10913646	cmn	切成小块。
10913647	cmn	前面那个女生上身只穿了一件黑色的内衣。
10913648	cmn	这件衣服太透了。
10913649	cmn	你里面最好穿一件抹胸或者吊带。
10913651	cmn	你内衣的颜色和衣服不搭。
10913652	cmn	你里面的内衣和衣服不搭。
10913653	cmn	你需要买几件新的内衣了。
10913654	cmn	那个学生穿得太暴露了。
10913655	cmn	今天买的这几件吊带不适合夏天穿。
10913656	cmn	你的快递快到了。
10913657	cmn	对不起，我在睡午觉，没听到你按门铃。
10913658	cmn	我妻子在家。
10913659	cmn	我在工作，但是我妻子在家。
10913660	cmn	我的包裹到哪里了？
10926493	cmn	我冻死了。
10926507	cmn	你为什么问我的观点？
10926508	cmn	游戏目标是尽量长时间保持不动。
10926509	cmn	所有人都看到您，但您谁也看不见。
10926510	cmn	这只小狗活到17多岁。
10926511	cmn	我们改变一切。
10926512	cmn	汤姆现在应该不是特别饿吧。
10926513	cmn	你应该进行脑部检查。
10926514	cmn	这使我们更强大。
10926515	cmn	你去过超市了吗？
10926516	cmn	飞机8点到。
10926517	cmn	您在哪里注意到您的雨伞不见了？
10926518	cmn	我什么都没说她就生气了。
10926519	cmn	我超级懒。
10926520	cmn	汤姆说话不算话。
10926521	cmn	你们的目标变了吗？
10926522	cmn	谁告诉你们汤姆把腿摔断的？
10926523	cmn	她被杀了。
10926524	cmn	我不知道她是否是认真的。
10926525	cmn	直到最后一刻汤姆都不相信他的家人在密谋陷害他，连在他被杀的那天他也没把警告放在心上。
10926526	cmn	午饭吃什么？
10926527	cmn	我从这里什么也看不见。
10926528	cmn	你真这么蠢？
10926529	cmn	我已经告诉了汤姆玛丽住院了。
10926530	cmn	汤姆学医。
10926531	cmn	我去见汤姆了。
10926533	cmn	为什么汤姆经常在这？
10935412	cmn	我希望您能把窗戶打開。
10935413	cmn	加拿大人說法語與英語。
10935431	cmn	看得出來嗎？
10952154	cmn	语法非常复杂。
10961051	cmn	爱听？
10961052	cmn	你爱听吗？
10961053	cmn	爱听不听！
10961054	cmn	八点四十五了。
10961055	cmn	爸，我的杯子呢？
10961056	cmn	爸爸，我的杯子在哪里？
10961057	cmn	爸爸，下雨了，我们怎么回家？
10961058	cmn	爸爸，下雨了，我们怎么回家？坐出租车吗？
10961059	cmn	东西在爸爸的车上。
10961060	cmn	爸爸和妈妈都在家。
10961061	cmn	爸爸妈妈叫我们。
10961062	cmn	爸爸妈妈在叫我们。
10961063	cmn	爸爸去上班了。
10961064	cmn	爸爸什么时候来北京呢？
10961065	cmn	爸爸听见后面有人在叫他。
10961066	cmn	杯子里面有水。
10961067	cmn	杯子里有水。
10961068	cmn	北京一年中有三个月很冷。
10961069	cmn	北京昨天天气怎么样？
10961070	cmn	不，没关系。
10961071	cmn	不，我不冷。
10961072	cmn	不，我很好，谢谢。
10961073	cmn	不，我们都很好，谢谢你。
10961086	cmn	不，谢谢你。
10961087	cmn	不对。
10961135	cmn	不了，谢谢。
10961136	cmn	不了，谢谢你。
10961137	cmn	不冷，谢谢。
10961138	cmn	不能在这儿睡觉，去里面睡。
10961139	cmn	不是，这不是我的车。
10961140	cmn	不一时，热下饭上来。
10961141	cmn	不坐了。
10961142	cmn	吃东西。
10961143	cmn	吃饭了。
10961144	cmn	吃米饭。
10961146	cmn	打电话。
10961147	cmn	大家好！我是你们的汉语老师。
10961148	cmn	大前天你去了谁家？
10961149	cmn	到她二十一岁时，她还是要听她叔叔的话。
10961150	cmn	他的女儿怎么了？
10961151	cmn	电影院有多少人？
10961152	cmn	都很好。
10961153	cmn	读书。
10961154	cmn	对, 他住在这里。
10961155	cmn	对不起，今天天气太热了。
10961156	cmn	对不起，我不喜欢吃这个。
10961157	cmn	多少个了？
10961159	cmn	饭做好了！
10961160	cmn	饭做好了，来吃吧！
10961161	cmn	飞机上吃了一点，不多。
10961163	cmn	汉字有多少个？
10961164	cmn	好，明天见！
10961165	cmn	好，星期日火车站见。
10961166	cmn	好的，我们一会儿见。
10961167	cmn	和我一起去，好么？
10961168	cmn	回去睡觉去。
10961170	cmn	今年，很多人都不想去饭馆吃饭，他们想坐在家里吃饭。
10961171	cmn	今天不热，今天很冷。
10961172	cmn	今天不热。
10961173	cmn	今天妈妈做了很多菜。
10961174	cmn	今天热吗？
10961175	cmn	今天上午你们不在医院。
10961176	cmn	今天是星期二，明天是星期几？
10961177	cmn	今天是星期二。
10961178	cmn	今天天气太热了。
10961179	cmn	今天我妈妈做了很多菜。
10961180	cmn	今天在下雨，我明天去。
10961181	cmn	今天在下雨，我明天去。你去哪里？
10961182	cmn	今天中午你在家吗？
10961183	cmn	看，那个人的衣服很好看。
10966715	cmn	老师今天不来了。
10966716	cmn	老同学，你现在在哪儿工作？
10966717	cmn	六点四十五了。
10966718	cmn	妈妈，你在想什么？
10966720	cmn	妈妈，你在想什么呢？
10966721	cmn	妈妈，我爱你。
10966722	cmn	妈妈，我去学校了，再见。
10966723	cmn	妈妈，没关系。
10966725	cmn	妈妈在看电视。
10966726	cmn	没，我在出租车上，我去学校。
10966731	cmn	没关系，不会做没关系。
10966733	cmn	没有，我不喜欢猫。
10966734	cmn	没有，我没有女朋友。
10966735	cmn	明天见！
10966737	cmn	明天我们能去那家饭店吃饭吗？
10966738	cmn	明天我请你去看电影好吗？
10966739	cmn	明天下午，我爸爸妈妈都在家。
10966740	cmn	明天下午你在家吗？
10966741	cmn	明天下午他在医院。
10966742	cmn	明天下午我在我爸爸的书店。
10966743	cmn	明天下雨。
10966745	cmn	明天星期一，我去学校。
10966746	cmn	明天中午他们不在学校。
10966747	cmn	哪本汉语书？
10966748	cmn	哪个是你爸爸？
10966749	cmn	哪些人想去？
10966750	cmn	那，你们喜欢吃什么呢？
10966752	cmn	那，我们去吃饭，好吗？
10966753	cmn	那，我们五点后去买衣服，好吗？
10966754	cmn	那本书不在桌子上。
10966756	cmn	那本书在车上。
10966759	cmn	那本在车上。
10966762	cmn	那个电影院在火车站前面。
10966763	cmn	那个饭馆儿在火车站前面。
10966765	cmn	那个饭馆在火车站前面。
10966766	cmn	那个女生怎么了？
10966768	cmn	那个人的衣服很好看。
10966769	cmn	那个是我爸爸。
10966770	cmn	那几本书怎么样？
10966771	cmn	那几个人是你的朋友吗？
10966772	cmn	那你叫什么名字？
10966774	cmn	那是他们的书。
10966775	cmn	那些人是你的朋友吗？
10966776	cmn	那些是你的朋友。
10966778	cmn	能来这儿学习汉语，我很高兴。
10966779	cmn	你爱我吗？
10966780	cmn	你爸爸什么时候来？
10966781	cmn	你爸爸做什么工作？
10966782	cmn	你不认识他。
10966784	cmn	你的电话是：七八二一六六七四二。
10966785	cmn	你的电话是多少？
10966786	cmn	你的家人都好吗？
10966790	cmn	你的学校有多少人？
10966791	cmn	你多吃苹果。
10966792	cmn	你儿子起了吗？
10966794	cmn	你国家的人吃米吗?
10966796	cmn	你会开车吗？
10966797	cmn	你好！我是小雨。
10966799	cmn	你好, 你去哪里？
10966800	cmn	你好，你是小雨吗？
10966803	cmn	你和他是朋友吗？
10966804	cmn	你会写多少汉字？
10966805	cmn	你会做什么？
10966806	cmn	你家的电脑在桌子上吗？
10966807	cmn	你家有猫吗？
10966808	cmn	你叫什么？
10966810	cmn	你叫什么名字，是哪个班的学生？
10966812	cmn	你叫他来！
10966813	cmn	你今天看西语了吗？
10966814	cmn	你开车去上班。
10966816	cmn	你看看这几点了？
10966817	cmn	你妈妈呢？
10966819	cmn	你没看见那个人吗？
10966820	cmn	你们不喜欢坐飞机。
10966821	cmn	你们吃饭了吗？
10966822	cmn	你们好，你们在做什么？
10966823	cmn	你们好吗？
10966825	cmn	你们叫什么名字？
10966827	cmn	你们去哪里？
10966828	cmn	你们认识吗？
10966829	cmn	你们是朋友吗？
10966830	cmn	你们喜欢吃什么呢？
10966832	cmn	你们学校有多少老师？
10966833	cmn	你们有什么不吃的吗？
10966834	cmn	你们在哪里坐飞机？
10966835	cmn	你们在医院。
10966836	cmn	你们在这里做什么？
10966837	cmn	你们住这里。
10966839	cmn	你明年去中国吗？
10966840	cmn	你明天上午吃什么？
10966841	cmn	你明天下午在哪里？
10966842	cmn	你哪几天在家？
10966843	cmn	你能说汉语吗？
10966844	cmn	你能坐在那里吗？
10966846	cmn	你能坐在那里吗？谢谢。
10966847	cmn	你女儿起了吗？
10966848	cmn	你女儿怎么了？
10966849	cmn	你朋友的女儿怎么了？
10966850	cmn	你起了吗？
10966852	cmn	你去北京学习几天？
10966853	cmn	你认识高先生吗？
10966854	cmn	你认识钱先生吗？
10966855	cmn	你认识他吗？
10969670	cmn	我只是想要他开心。
10969785	cmn	汤姆昨晚上电视了。
10969796	cmn	月亮代表我的心。
10969813	cmn	今晚月色真美。
10972054	cmn	你的卧室里一个人也没有。
10972055	cmn	你的房间里一个人也没有。
10972056	cmn	这里就是事故发生的地方。
10972059	cmn	诶！汤姆在哪里？
10972062	cmn	你觉得周五怎么样？
10972063	cmn	妈妈在这里吗？
10972064	cmn	西西里是一座岛。
10981484	cmn	参与！
10981485	cmn	恶心！
10981487	cmn	留下来！
10981488	cmn	完成了。
10981489	cmn	试一试！
10981490	cmn	喵！
10981491	cmn	重复！
10981492	cmn	天哪！
10981493	cmn	错误！
10981494	cmn	对吗？
10981495	cmn	选择。
10981496	cmn	额...
10981497	cmn	倾听...
10981498	cmn	再来！
10981500	cmn	美味！
10981502	cmn	永远。
10981515	cmn	你没事吧？
10981523	cmn	Mennad 在测试中表现非常出色。
10981524	cmn	后退！
10981526	cmn	猫咪很可爱。
10981527	cmn	那不是一颗真正的钻石，对吗？
10981530	cmn	汤姆的朋友不是很多。
10982825	cmn	你必须在两点半之前完成它。
10982830	cmn	他没有受伤。
10982841	cmn	你怎么知道我和汤姆在一起？
10982872	cmn	我们要回家。
10983023	cmn	你可以告诉我我下一步该做什么吗？
10983041	cmn	我现在几乎不能够思考。
10983045	cmn	我喜欢你的建议。
10983058	cmn	萨米制作了一个视频。
10983070	cmn	你是我所知道的最聪明的人。
10983085	cmn	过了几天，我们离开了波士顿。
10983092	cmn	他等了很长时间。
10983103	cmn	汤姆在尝试为玛丽找一份工作。
10983111	cmn	我希望你在和我说实话。
10983634	cmn	汤姆在那间小房子里住了十多年。
10983663	cmn	昨天你打破了窗户。
10983687	cmn	抱歉...
10983855	cmn	你是个糟糕的歌手。
10983856	cmn	推！
10983902	cmn	回答。
10983905	cmn	艾米莉有一个叫梅兰妮的朋友。
10983906	cmn	艾米莉有个朋友叫梅兰妮。
10983907	cmn	我吃两颗葡萄，剩下的留给你。
10983908	cmn	我想知道汤姆怎么了。
10983909	cmn	我购买一本书花费了三十美元。
10983912	cmn	我真的不应该再呆下去了。
10983975	cmn	我会请汤姆来帮助我们。
10983978	cmn	抓住。
10983988	cmn	认真的？
10986101	cmn	我在学校什么也没学到。
10986109	cmn	在夏季，我每天早上都会洗个澡。
10986115	cmn	玛丽被汤姆的声音吵醒了。
10986118	cmn	开始你自己的 YouTube 频道。
10986119	cmn	是的，这是可能的。
10986120	cmn	你真的觉得我会帮你吗？
10986121	cmn	你真的以为我会帮你吗？
10986122	cmn	你想让我买多少个苹果？
10986123	cmn	我不吃橙子。
10986124	cmn	玛丽说她会给你买那个。
10986125	cmn	你很清楚我想要什么。
10989120	cmn	我能认识一下你吗？
10995757	cmn	有槍 ，誰還需要科學？
11003500	cmn	尽管我每天都说英文，但它对我来说还是外语。
11004901	cmn	但你知道，我除了这些以外一无所有！
11009561	cmn	我的英语很完美！
11018345	cmn	最近的诊所在哪里？
11019967	cmn	别躺在水泥地上。
11019968	cmn	别坐在水泥地上。
11020266	cmn	下周我必须买一些新衣服。
11031487	cmn	湯姆下午會回來。
11031488	cmn	陽光在湖面上閃爍。
11031490	cmn	你需要戴安全帽。你需要戴頭盔。
11031492	cmn	我寧願走路，也不要待在公車上。
11031493	cmn	你去冰箱拿點東西吃吧。
11031495	cmn	喝完吧！我們該走了。
11031497	cmn	四個人用餐。
11031498	cmn	我今晚會過去。我今晚會回去。
11031499	cmn	還沒下雨。
11031501	cmn	我感覺他會來。
11031502	cmn	狐狸很可愛！
11039766	cmn	他是他班裡學習最努力的了。
11044297	cmn	您買了輛新車嗎？
11044298	cmn	您新買的是輛嶄新的車嗎？
11044300	cmn	您買了輛全新的車子？
11046250	cmn	他應該會來吧。
11046260	cmn	麥克每天大概賺三百元。
11046276	cmn	我吃多了。
11046616	cmn	我没有名字。
11048932	cmn	今兒週一。
11049357	cmn	你會騎車嗎？
11049704	cmn	我的英语水平一般。
11058885	cmn	Sebatik 島是印度尼西亞和馬來西亞的邊境地區之一。
11060891	cmn	我已經搬出去了。 現在我自己一個人住。
11062517	cmn	我以前覺得這很無趣。
11071279	cmn	积土成山。
